acc_x,acc_y,acc_z,gy_x,gy_y,gy_z,pitch,roll,yaw,direction
0.4177,-0.0446,0.8568,-0.3483,-1.5031,-0.1659,132.1578,324.648,350.6216,down
0.5993,0.0131,0.7542,-0.1746,-1.5834,-0.0541,132.7478,308.2059,351.5172,down
0.7846,-0.0519,0.4986,0.0728,-1.6084,-0.1222,134.8572,288.9258,350.2,down
0.9761,-0.0024,0.2934,-0.1012,-0.6146,0.1688,151.1816,280.6423,333.2702,down
0.978,-0.0248,0.2634,0.2436,0.4111,0.0143,149.325,282.3466,335.4529,down
0.8767,-0.0309,0.5035,0.3523,1.7055,-0.165,132.9437,304.4927,353.0956,down
0.651,0.0044,0.7835,0.3765,1.3912,-0.4194,126.8424,327.6902,359.4431,down
0.3183,0.0721,0.908,-0.2818,1.6881,0.3206,130.0783,348.0401,356.0685,down
-0.0042,0.0529,1.0033,0.283,1.3607,0.112,131.0716,8.8351,357.6854,down
-0.1698,0.0792,0.9816,-0.0435,-0.1875,-0.0864,130.6474,10.6714,357.6233,down
0.0909,0.0969,0.9775,0.0045,-1.8274,-0.197,131.5761,351.3807,357.5407,down
0.4893,0.1534,0.8395,-0.1263,-2.1157,0.1652,133.8752,323.8926,356.0057,down
0.8238,0.0964,0.5274,-0.0459,-1.4105,0.051,135.8804,302.9001,356.2231,down
0.9126,0.0612,0.3663,-0.2356,-0.4979,-0.0156,136.2544,293.4424,352.4187,down
0.9395,0.0575,0.3319,0.041,0.108,0.0596,136.7815,293.574,352.43,down
0.891,0.0605,0.4674,-0.1112,1.9513,0.2664,136.408,312.1362,350.3601,down
0.6418,0.0792,0.8259,0.1973,1.6575,0.0501,132.9782,332.22,355.2988,down
0.3096,0.092,0.9472,0.2627,1.9513,0.1998,134.5761,353.9779,357.7181,down
-0.036,0.1039,0.9879,-0.1289,0.9559,0.0138,134.4869,8.2291,358.3649,down
-0.1079,0.0364,1.0026,-0.0369,-1.1351,-0.1099,135.0098,359.7203,357.2382,down
0.1493,0.0571,0.9719,-0.0519,-1.3575,-0.2333,133.8442,343.5472,358.2725,down
0.4,0.1352,0.8875,0.4463,-1.8932,-0.061,132.0847,323.5536,3.6302,down
0.7647,0.176,0.5408,0.0501,-1.8196,0.3461,135.8938,299.875,2.9127,down
0.9429,0.1389,0.2756,0.0629,-1.0093,0.1567,135.9082,283.9483,3.7072,down
0.9926,0.1022,0.1423,-0.1035,-0.1504,0.0868,139.0365,278.3288,359.1446,down
0.9732,0.1049,0.1886,0.0147,0.6004,0.0791,138.9209,282.0532,357.2859,down
0.9395,0.0838,0.3365,0.0639,1.2995,-0.047,135.3281,296.8669,359.8199,down
0.8527,0.17,0.5322,-0.3833,1.9317,0.2514,135.6778,312.7112,357.1833,down
0.4248,0.0148,0.8737,0.0819,2.4394,0.0471,134.5757,341.3017,357.7375,down
0.0286,0.0881,0.9996,0.0648,0.9485,0.1329,136.7066,356.8684,1.2047,down
-0.0696,0.0527,0.9784,-0.1283,-0.1864,-0.0439,136.4215,356.9078,0.0132,down
0.0783,0.077,1.0562,0.4912,-2.454,-0.3894,131.5167,333.7611,3.7797,down
0.5293,0.0289,0.8354,-0.2663,-2.0618,-0.2596,125.7943,309.8996,2.6521,down
0.8209,0.0078,0.5006,0.7777,-1.9082,-0.2467,105.3759,284.698,30.1873,down
0.931,0.1124,0.2717,0.2511,-0.9082,-0.1279,71.0953,280.6653,66.1838,down
0.9683,0.0959,0.1289,0.0165,-0.4665,0.3464,31.713,276.9257,102.0847,down
0.9957,0.0852,0.1282,0.1998,0.9605,-0.0021,87.0922,278.3753,47.4401,down
0.7399,0.1872,0.4177,-0.1548,1.3444,-0.0287,111.9021,297.4768,18.992,down
0.6507,-0.022,0.7096,-0.0656,1.8352,-0.1689,121.8301,321.2186,9.5022,down
0.2914,-0.0285,0.9302,-0.0204,1.5906,0.2215,129.3759,343.637,3.845,down
0.0005,-0.02,1.0199,0.2422,0.7143,-0.0378,132.2735,357.0758,5.3002,down
-0.0553,0.0165,0.9872,-0.0892,-0.3499,-0.0583,132.1517,355.602,4.5396,down
0.2039,0.0313,0.9521,0.0794,-1.9234,-0.2483,128.4293,332.8004,6.6693,down
0.5921,0.0634,0.8344,0.0132,-1.7356,0.0501,125.4888,311.4365,7.3177,down
0.8146,0.0452,0.5432,0.1903,-1.7087,-0.2015,111.4794,290.7877,19.4313,down
0.9695,-0.0065,0.3183,-0.0776,-0.5352,-0.2339,96.7062,284.5584,29.8632,down
1.003,0.0573,0.2186,-0.0237,0.0747,0.1091,97.3459,283.5657,27.1277,down
0.9548,0.0328,0.3207,0.0453,1.5597,0.2615,117.2977,295.6901,6.6101,down
0.7082,0.0583,0.649,-0.4006,2.5071,-0.0949,119.0533,326.23,2.2689,down
0.3886,-0.0002,0.8754,-0.4904,2.0249,0.5212,126.1375,350.7993,354.4219,down
0.0788,-0.0118,1.0113,0.1678,0.9647,0.2389,127.7718,6.1084,355.8802,down
-0.081,-0.0207,0.9838,0.0725,0.2448,-0.0207,128.0094,12.1534,357.6193,down
0.0063,0.0078,0.9363,0.0245,-1.2353,-0.1349,127.7978,357.9294,358.3195,down
0.2946,0.0172,0.9468,0.246,-1.5872,-0.3029,123.9312,339.1727,2.4863,down
0.5596,0.0704,0.7652,-0.0387,-2.1486,0.0587,122.0904,313.5033,3.9956,down
0.875,0.0578,0.4374,-0.0897,-1.2802,0.0447,119.1244,295.4805,5.8476,down
0.9349,0.0876,0.3117,0.2188,0.3887,0.1354,115.5231,295.5281,10.2432,down
0.8469,0.0575,0.5198,0.2609,1.4143,-0.1557,119.2222,312.5019,9.2497,down
0.6294,0.1105,0.7167,-0.0674,1.6119,0.0829,123.3668,330.437,7.5826,down
0.2623,0.0578,0.9346,0.0862,1.8514,0.4979,131.2884,351.1104,4.838,down
-0.0449,0.067,0.9996,0.143,0.5927,0.0642,132.5556,5.2762,8.8938,down
-0.0351,0.0488,1.054,0.0386,-1.7396,-0.1764,130.1416,353.5115,7.7214,down
0.3135,0.1942,0.849,-0.4452,-1.4898,0.0361,128.3386,335.7566,8.0324,down
0.6779,0.1763,0.6711,0.0615,-1.6135,-0.0564,121.7151,312.663,12.4221,down
0.8592,0.1343,0.4443,-0.0976,-0.8978,-0.1248,117.5964,301.2841,14.6974,down
0.9266,0.1474,0.2812,-0.1102,-0.6205,0.1449,115.5242,290.8097,15.4743,down
0.9628,0.0969,0.2885,0.1794,0.5521,0.067,118.3056,294.1406,12.2492,down
0.8192,0.0238,0.5547,0.2884,1.432,-0.0363,124.6598,314.1832,7.4955,down
0.579,0.075,0.851,0.2826,2.0786,0.0236,127.5395,340.2825,6.4706,down
0.1816,0.0901,0.9677,0.158,1.5634,0.2276,134.4179,0.7958,7.4222,down
0.023,0.0503,1.0413,-0.1056,-1.4827,-0.0524,134.2967,353.1746,5.3474,down
0.3145,0.0702,0.9068,-0.1114,-1.6962,-0.3044,128.0502,332.1237,5.6268,down
0.7089,0.0493,0.6979,-0.2986,-1.8825,-0.0335,124.9402,308.4464,2.4391,down
0.9506,0.0573,0.3429,-0.272,-1.1541,-0.1447,121.5614,291.66,2.0553,down
0.9741,0.0709,0.2069,0.0789,-0.7356,-0.2268,110.1009,283.7747,12.8083,down
1.0035,0.0806,0.1586,0.0324,0.1591,-0.0132,109.4553,284.0331,12.4713,down
0.8932,0.0277,0.4196,0.1689,2.0137,0.5949,127.5397,308.7623,354.0989,down
0.6231,0.0578,0.7696,-0.0962,2.6117,0.0393,123.6779,341.0772,355.9089,down
0.232,-0.0111,0.9765,0.2486,1.9896,0.1978,126.24,2.0965,357.2388,down
0.0369,0.0255,0.986,-0.0309,0.1989,-0.053,126.2909,5.7001,358.2731,down
0.0902,0.0119,0.9979,0.0403,-1.298,-0.1889,125.9024,352.6716,359.7198,down
0.3164,0.0641,0.8951,0.0119,-1.8011,-0.355,123.7271,336.4054,1.8487,down
0.6733,0.1398,0.6721,-0.1509,-1.7201,-0.0811,119.7153,312.9576,4.1583,down
0.9254,0.0886,0.3558,-0.3134,-1.269,0.0717,121.4511,294.2122,358.611,down
1.002,0.1119,0.1837,0.1231,-0.3866,-0.0322,111.4871,285.733,7.636,down
0.9819,0.0796,0.3136,0.2064,2.0697,0.5775,124.9965,305.6206,354.5648,down
0.7783,0.0119,0.607,-0.0883,3.4029,0.0515,122.9549,332.1761,356.6172,down
0.2778,0.0439,0.9889,0.2174,1.5123,0.3542,126.4414,357.2846,358.4169,down
0.0538,0.0425,0.9982,0.0062,-0.0169,-0.0349,126.3576,0.7851,359.2625,down
0.3074,0.0685,0.9502,0.1675,-2.7246,-0.402,122.896,330.3497,1.4121,down
0.666,0.0818,0.6848,-0.3203,-1.552,-0.2792,119.3312,311.3539,1.4852,down
0.8653,0.0801,0.4835,-0.2091,-0.9439,-0.0138,118.296,302.3179,4.8792,down
0.9147,0.0758,0.3122,0.1354,-1.8376,-0.1741,110.1751,287.4226,12.8151,down
0.9969,0.0646,0.1565,-0.2286,-0.4381,0.2904,117.6855,281.1569,2.003,down
1.0057,-0.0051,0.1355,0.0713,-0.1626,-0.0603,123.0641,280.3318,355.8375,down
0.954,0.0148,0.1006,-0.068,-0.607,0.0676,134.1105,274.3801,341.7793,down
1.0117,0.0063,0.1145,0.0689,1.878,0.0823,121.5717,291.7301,352.6347,down
0.7787,0.0884,0.6107,0.25,2.5738,0.0951,117.3978,324.4969,358.6169,down
0.4781,0.11,0.8717,0.1257,1.524,0.2084,119.3398,339.0174,0.9639,down
0.2226,0.0668,0.9975,0.1923,0.8823,0.2472,120.5601,346.988,2.1101,down
0.0179,0.016,0.9743,0.1843,1.2253,0.0261,123.5156,1.1045,4.3133,down
-0.0587,0.111,1.0096,-0.0783,-0.4686,-0.0863,123.8477,359.7178,2.754,down
0.1283,0.1265,0.9472,-0.0005,-2.2765,-0.5313,118.5927,340.0428,3.3586,down
0.4839,0.1224,0.8261,-0.1144,-0.8449,0.1015,120.7714,327.4975,2.5862,down
0.6873,0.1309,0.7128,0.0506,-1.5669,-0.1709,117.8146,312.0489,6.122,down
0.8818,0.142,0.4433,0.0047,-1.1314,-0.0255,113.4508,296.3908,11.3922,down
0.9075,0.1551,0.281,0.0218,-1.1876,-0.1724,96.2376,287.0418,29.2373,down
0.9749,0.1804,0.1165,-0.1978,-0.6458,0.1217,68.5476,279.738,53.591,down
0.9715,0.1314,0.1713,0.06,1.273,0.1727,94.7714,285.8831,26.7344,down
0.7984,0.11,0.4808,0.1975,2.0311,0.1968,113.0692,308.44,12.545,down
0.578,0.1527,0.8083,0.0176,1.886,0.0765,119.2678,332.4318,9.7642,down
0.1496,0.0808,0.9319,-0.2109,1.6835,0.2417,127.8806,355.6781,5.8399,down
0.0972,0.0816,0.9745,-0.1431,-1.3098,-0.1337,125.2715,342.3361,5.5738,down
0.4289,0.0777,0.8817,0.0939,-1.774,-0.1996,121.7301,322.8663,8.6379,down
0.6275,0.1396,0.6477,-0.0738,-1.7844,-0.2357,108.7012,304.6006,18.251,down
0.9419,0.1976,0.3497,-0.3117,-2.0382,0.0835,92.841,280.7013,31.1058,down
1.0066,0.1632,0.1033,0.0151,-0.1134,0.2268,79.5778,275.9543,42.6254,down
1.0032,0.0158,0.2349,0.1071,1.2012,0.5224,135.6052,286.2581,346.2746,down
0.8069,0.0838,0.5444,0.3505,1.9578,-0.0533,123.8502,308.7232,1.5419,down
0.5831,0.0216,0.8281,0.3505,1.2962,0.2145,125.4529,326.83,3.8651,down
0.369,0.0554,0.9027,-0.1465,1.1264,0.3269,130.4671,339.7918,1.5993,down
0.0155,0.0214,0.9936,0.1321,1.1948,0.0728,134.0571,357.5614,1.607,down
-0.0101,0.0456,1.0113,-0.2082,-1.2007,-0.1495,134.2959,350.5194,0.483,down
0.1394,0.051,0.9431,0.0032,-1.7047,-0.0124,132.8275,332.8373,0.0685,down
0.6582,0.0163,0.7581,0.1935,-2.5794,-0.196,131.5265,305.0349,2.4229,down
0.8743,0.0449,0.3229,-0.162,-1.4787,-0.2369,119.6756,284.2125,11.1879,down
1.0539,0.0019,0.2342,0.3493,0.6884,-0.4672,112.8196,288.6628,19.0846,down
0.7795,-0.0152,0.5973,0.144,1.922,-0.2723,119.1182,314.3416,9.082,down
0.4362,0.0503,0.8274,0.1064,2.0243,0.4082,127.3371,340.2101,4.6395,down
0.1857,0.0631,1.0082,0.3089,1.6667,0.0847,131.8355,1.5586,6.7645,down
-0.0469,0.1076,0.9804,0.0496,0.1591,-0.0203,133.1137,6.699,7.9359,down
0.0575,0.0908,1.0206,-0.1083,-1.3354,-0.1764,131.5881,355.821,5.232,down
0.3498,0.1085,0.8788,-0.0906,-1.4909,-0.1199,128.4124,335.679,5.9975,down
0.6536,0.1246,0.7528,0.2695,-2.0966,-0.2204,121.2863,312.1824,11.1428,down
0.8912,0.1641,0.4262,-0.0628,-0.6708,0.1376,121.3268,299.8219,10.5846,down
0.9315,0.1076,0.2751,-0.2259,-0.7768,0.1846,125.8767,290.0446,3.6804,down
0.9812,0.0524,0.154,-0.2573,-0.0511,0.1483,133.4155,285.9273,351.3618,down
0.9722,0.0168,0.3694,-0.1058,1.922,0.0075,127.7234,308.3756,353.5687,down
0.6449,0.016,0.7079,-0.0347,2.2308,-0.0023,124.7607,335.5764,354.9392,down
0.3433,0.0806,0.9331,-0.1498,1.6319,0.3697,126.5613,357.4426,353.5276,down
0.0284,0.0624,1.0057,0.2427,0.85,-0.1373,124.5287,10.7994,357.0082,down
-0.0074,0.0714,1.0552,0.0105,-0.8702,0.009,125.6237,6.3474,356.7844,down
0.2509,0.0257,0.978,0.0044,-2.0236,-0.4119,124.465,346.5752,355.2701,down
0.7157,0.0677,0.6655,-0.0844,-2.1726,-0.0481,125.9237,315.2417,354.8517,down
0.9038,0.0583,0.3753,-0.0854,-1.3015,0.1547,132.3035,295.91,347.6826,down
1.0008,0.0313,0.1733,-0.1996,-0.0288,0.1024,135.1174,291.1919,341.7716,down
0.9201,-0.0441,0.3548,0.0851,2.546,0.3288,129.108,319.2395,346.4289,down
0.5853,-0.0039,0.8025,0.2488,2.9944,0.2988,126.5175,353.8166,352.4179,down
0.2134,0.0097,0.9641,0.3407,1.6166,0.1162,126.8052,12.5525,356.9619,down
-0.0163,0.0388,0.9801,-0.0494,-0.0929,-0.0496,127.1018,11.681,356.9871,down
0.0783,0.0381,0.9977,0.0513,-1.3886,-0.1363,126.8719,0.1363,358.5331,down
0.4415,0.0833,0.8588,0.0678,-2.1787,-0.0383,126.781,335.0357,358.0646,down
0.8384,0.007,0.5052,-0.2297,-1.5691,0.0537,130.3363,315.1849,352.9141,down
0.9613,0.0384,0.1967,-0.2694,-1.0459,0.014,132.8307,298.9556,347.1179,down
0.9807,0.0313,0.1162,0.0364,1.2549,0.1163,129.178,307.5209,348.9801,down
0.8844,0.0505,0.5288,0.3986,2.3273,0.2901,120.9591,330.4228,358.9197,down
0.4742,-0.0234,0.8456,0.0877,2.1153,0.1966,123.6756,356.9172,359.4056,down
0.0759,-0.0181,0.9887,0.38,0.9898,0.0262,125.0623,11.95,4.4981,down
-0.0513,0.0299,0.9823,0.0435,0.0137,-0.0625,125.7602,12.6747,5.3784,down
0.0703,0.0561,0.9906,0.0304,-2.019,-0.3578,120.3818,350.9434,5.309,down
0.4655,0.049,0.891,0.1211,-1.8052,-0.254,115.5759,331.3643,7.4359,down
0.7506,0.0969,0.6395,-0.1229,-1.3702,0.0185,112.847,312.7883,8.7938,down
0.9531,0.0913,0.4231,0.3071,-1.0718,-0.3731,104.8683,299.2826,18.0496,down
0.9601,0.1046,0.223,-0.1516,-0.4945,0.0307,96.4414,291.2086,23.2038,down
0.9877,0.0796,0.1499,-0.0209,0.0765,0.084,94.7006,289.7519,23.7055,down
0.94,0.0388,0.367,0.2207,1.8932,-0.0895,109.4392,310.6714,12.557,down
0.6304,0.0551,0.7725,-0.0355,1.8086,0.3421,118.4965,332.7562,5.5229,down
0.3307,0.0294,0.9694,0.1343,1.4674,0.1466,122.7028,351.2628,4.2462,down
-0.022,0.0109,0.9867,0.0879,0.9201,0.0684,125.7321,5.8785,5.5693,down
-0.0541,0.0151,1.0223,0.0427,-1.3053,-0.2251,124.4933,356.1382,5.9443,down
0.2793,0.0966,0.908,-0.2515,-1.543,-0.1457,122.0927,338.1637,6.7386,down
0.5087,0.0653,0.8322,-0.1311,-1.5515,-0.1884,118.5278,321.9064,6.6605,down
0.7489,0.0995,0.6153,-0.0422,-1.3716,0.0312,117.2735,308.3314,8.329,down
0.8937,0.0813,0.4031,-0.0551,-1.2894,-0.0336,109.5583,293.8413,14.6955,down
0.9841,0.0408,0.2264,0.072,-0.0858,0.0319,108.704,290.2726,13.8547,down
0.9465,0.01,0.3402,0.272,1.1091,-0.0375,114.777,303.9777,9.363,down
0.7613,0.0558,0.6548,0.1016,2.0113,0.1702,120.7211,327.399,5.4783,down
0.3802,0.0015,0.9231,-0.0087,2.3293,0.3235,128.044,356.9033,2.0284,down
0.0315,0.0095,0.9736,0.0124,0.4979,0.041,129.4655,7.8209,2.6599,down
0.0495,0.0109,1.0718,0.3029,-1.6267,-0.2067,129.0001,354.8792,2.8032,down
0.377,0.0981,0.8985,0.0979,-1.5302,-0.0222,128.6489,336.3515,4.2063,down
0.6772,0.1666,0.6492,-0.0105,-1.7886,0.1293,124.1829,313.1471,9.4526,down
0.8995,0.0736,0.3841,-0.1675,-1.3182,0.1006,117.9927,295.1388,11.3959,down
0.9761,0.0087,0.2359,-0.1043,-0.0684,0.107,121.1756,290.4522,5.151,down
0.8452,-0.0444,0.504,0.2992,1.5372,-0.1355,122.7424,309.8135,5.139,down
0.5259,-0.041,0.8269,0.0469,2.1227,0.4552,129.2884,340.287,359.0503,down
0.1828,-0.0519,1.0316,0.0933,1.0452,0.0914,130.5075,358.66,358.6081,down
0.0463,-0.0523,0.9704,-0.0269,0.163,-0.0053,131.0653,3.7223,359.9446,down
0.162,-0.0174,1.0791,0.4273,-1.8714,-0.319,129.5081,343.5721,2.0094,down
0.4345,0.0386,0.8688,-0.0577,-1.4866,-0.2414,125.4247,324.5076,3.3241,down
0.7162,0.0469,0.6317,0.2434,-1.8427,-0.0976,122.074,304.4237,8.5265,down
0.9143,0.058,0.4192,-0.2275,-1.6298,0.09,115.3476,286.315,11.1068,down
1.0115,-0.0502,0.1777,0.1072,0.2846,-0.0096,118.3077,284.2335,7.4354,down
0.9807,0.0648,0.2152,-0.113,0.66,0.071,115.1281,286.8628,6.8873,down
0.8081,0.0325,0.5413,0.267,2.1447,0.0985,120.4968,311.3226,4.8356,down
0.473,0.0855,0.8744,0.2688,1.9,0.1544,124.3989,336.2428,5.2261,down
0.1292,0.0944,0.9855,-0.186,0.9883,0.1837,126.8412,352.8285,4.999,down
0.168,0.0704,0.9984,0.1659,-1.7248,-0.2258,122.0316,333.199,7.2406,down
0.4454,0.0767,0.832,-0.037,-1.1931,-0.0099,120.3408,318.4962,9.4982,down
0.65,0.0614,0.6994,-0.3262,-1.5883,0.0579,116.4543,300.369,9.1838,down
0.8362,0.0146,0.4967,-0.0828,-1.402,0.2485,115.0168,287.0603,9.8697,down
0.9918,-0.0355,0.3777,0.1866,-0.5831,-0.2032,106.0141,281.8452,18.5164,down
0.9424,0.0015,0.2676,-0.131,-0.5275,-0.2032,91.9934,279.4112,30.6824,down
0.9567,0.0374,0.174,-0.0944,-0.5016,0.0881,71.1731,275.5384,49.5018,down
1.044,-0.0111,0.1699,0.2718,1.3396,0.0402,106.393,283.8455,15.4043,down
0.7591,-0.0101,0.5941,-0.0385,2.3548,0.0378,120.6748,312.9323,2.7334,down
0.5234,0.0333,0.8293,0.1103,1.5683,0.1004,122.4925,327.8963,3.844,down
0.2323,-0.0345,0.918,0.1988,1.3872,0.0121,125.0743,344.0028,3.8573,down
0.048,0.0449,0.9609,-0.014,-0.2148,-0.0142,125.0457,344.5318,5.8383,down
0.2584,0.0454,0.9702,0.2926,-1.2707,-0.1929,121.0623,329.3897,12.4486,down
0.5511,0.0381,0.8186,-0.0354,-1.7218,-0.1889,114.6201,311.564,15.4533,down
0.8013,0.0758,0.4993,-0.142,-1.7603,-0.2359,98.163,294.3668,27.8335,down
0.9812,0.0223,0.2737,-0.0021,-0.9765,-0.0762,74.7044,282.5697,49.3187,down
0.9967,0.0741,0.1399,-0.0174,-0.2829,0.0564,60.037,280.4213,62.054,down
0.9783,0.0711,0.202,0.2495,1.3884,0.0466,98.7926,289.7377,25.2592,down
0.8195,0.0925,0.5298,0.1723,2.3811,-0.122,113.0287,315.3975,15.2854,down
0.4316,0.135,0.8917,-0.212,2.287,0.3966,124.5054,341.683,9.5825,down
0.144,0.1389,0.9565,0.0414,0.154,-0.0353,125.3188,346.4818,12.0651,down
0.3671,0.0612,0.9724,-0.1513,-1.5586,-0.1834,120.7777,330.4412,10.4918,down
0.6299,0.0838,0.7757,-0.1385,-1.5952,0.0121,118.2237,310.6059,9.7526,down
0.8672,0.093,0.5006,-0.0041,-1.5775,-0.2613,100.9051,292.8865,26.2579,down
0.9686,0.0745,0.376,0.2956,-1.1383,0.1022,78.4122,281.8768,48.7211,down
0.9778,0.0714,0.1679,0.0164,-0.5613,0.0216,38.0195,278.7312,86.6961,down
0.955,0.0976,0.1452,0.2397,1.5819,0.28,98.0178,285.2461,29.7749,down
0.7494,0.0505,0.6034,0.1215,2.0929,-0.013,117.6932,311.7008,12.6112,down
0.4345,0.0012,0.9236,0.1697,1.7377,0.2085,127.6081,335.0917,6.996,down
0.1137,0.0403,0.9741,0.3176,1.1897,-0.012,130.3579,352.7842,10.2098,down
-0.023,0.0624,1.0057,0.0152,-0.2779,-0.0563,130.1294,354.2041,9.4806,down
0.1445,0.0386,0.9784,-0.217,-0.7785,0.0008,129.7416,345.2244,6.6277,down
0.4029,0.0636,0.9087,0.1767,-2.0216,-0.0954,125.7879,324.821,8.2627,down
0.7666,0.0925,0.6117,-0.0871,-1.7223,0.1156,122.9619,302.5869,9.9563,down
0.9009,0.0949,0.3456,-0.1919,-1.3237,0.093,114.7545,288.6781,16.1304,down
1.0028,0.0265,0.1891,-0.0551,-0.5784,-0.1128,101.9634,282.5622,27.4028,down
0.9848,0.0335,0.1677,0.0912,1.1806,0.3484,119.8237,286.6322,8.7225,down
0.8401,0.0541,0.474,0.0463,1.9237,0.2916,125.6532,308.291,3.6047,down
0.6199,0.0223,0.7667,-0.0774,2.3155,-0.0151,126.9933,333.5567,3.3561,down
0.2226,0.0313,0.9382,0.0824,1.2212,0.1291,128.3847,347.2327,4.5425,down
0.017,0.0078,0.9928,0.0451,0.5489,0.0261,129.7441,355.3976,4.3325,down
0.1266,0.0211,1.0238,0.2519,-1.8661,-0.1788,128.1147,333.3242,6.217,down
0.5174,0.0427,0.8644,-0.0783,-1.6752,0.0399,126.2574,310.6487,6.6451,down
0.7293,0.0699,0.6068,-0.1556,-2.0607,-0.027,119.2586,292.6027,12.0346,down
0.9385,0.075,0.2815,-0.1488,-1.7214,0.2054,34.5702,273.5008,94.0013,down
1.0377,-0.0019,0.0907,-0.0743,-0.4813,-0.0444,333.4518,276.6168,151.8779,down
0.9931,-0.0012,0.0738,0.3573,1.1042,-0.0084,68.1564,273.3299,57.524,down
0.889,-0.0649,0.3858,0.546,2.2908,-0.0261,122.7807,291.4133,4.8804,down
0.6488,0.0187,0.8071,0.2201,3.1982,0.1495,128.7946,323.0044,0.0154,down
0.1115,0.0806,1.0301,0.2501,0.435,-0.1101,127.8698,336.5705,2.4261,down
0.0698,0.0777,0.9996,-0.0438,0.3223,-0.031,128.765,342.9322,2.502,down
0.1072,0.0869,0.9685,0.0042,-1.6224,-0.2506,125.2918,331.4859,5.0644,down
0.4556,0.0964,0.9317,-0.2087,-2.3466,-0.3324,118.3617,309.4317,6.3791,down
0.8173,0.0607,0.6051,0.0066,-1.8664,0.0219,118.7064,289.486,4.3673,down
0.916,0.0954,0.2873,-0.1571,-1.5393,-0.1684,94.6663,276.6118,28.0438,down
0.9732,0.1015,0.1806,-0.0807,0.3233,0.2794,86.3364,274.1858,34.9158,down
0.874,0.049,0.5556,0.5118,2.0921,-0.2334,112.1872,300.7408,14.9661,down
0.5608,0.0583,0.793,0.0922,1.8303,0.1655,121.5204,320.3463,8.4701,down
0.1641,0.0466,0.9643,0.2944,0.9009,-0.0386,123.9201,334.0736,10.1243,down
-0.002,0.0685,0.9858,-0.0205,0.2032,0.0146,125.9184,341.1436,8.7096,down
-0.0163,0.0889,1.014,-0.1063,-0.3188,-0.0904,125.2178,340.7707,8.3105,down
0.2131,0.0486,0.9607,0.1918,-1.9379,-0.529,115.0602,321.5797,15.0389,down
0.6105,0.0908,0.7874,0.2199,-1.5427,-0.1781,103.814,302.9389,26.5812,down
0.8183,0.1401,0.5573,0.1548,-1.8023,-0.2254,68.1414,288.7801,61.1256,down
0.9797,0.1333,0.2366,-0.1115,-0.8878,0.1438,19.7364,284.0717,106.1066,down
0.979,0.1275,0.1367,-0.0022,-0.2024,0.0052,7.1566,283.8631,117.2197,down
0.9921,0.1787,0.0809,-0.1103,2.5739,0.729,74.4479,280.3311,50.3907,down
0.7542,0.0862,0.6409,0.1353,2.5092,0.0284,113.5656,304.7969,17.4321,down
0.3462,0.0347,0.9256,0.0436,1.6528,0.1622,124.7452,327.9211,9.4275,down
0.0099,0.018,0.9614,-0.0672,0.9209,0.0473,128.6674,342.7492,7.3572,down
0.0344,0.0032,1.023,-0.0022,-1.368,-0.2822,126.6439,334.0023,7.4987,down
0.3954,0.0765,0.8264,-0.0657,-1.7592,-0.0174,120.2123,309.8427,14.5136,down
0.6847,0.067,0.6631,-0.132,-1.9419,-0.3659,98.8007,291.5987,32.3754,down
0.9339,0.0425,0.3636,-0.1469,-0.8133,0.2437,68.5422,279.0035,59.2455,down
0.9734,0.0561,0.214,-0.0232,-0.2953,-0.0675,43.1117,279.126,83.3812,down
0.9237,0.0267,0.3358,-0.0098,2.132,0.0837,107.6508,295.6543,19.9861,down
0.6658,0.0418,0.7252,0.3928,1.4719,0.171,120.7139,314.6863,13.5966,down
0.464,0.0422,0.8561,-0.0367,1.3321,0.2431,127.2193,326.6188,9.3406,down
0.2298,0.0549,1.0074,0.2022,1.3541,0.073,131.3869,341.6487,7.4145,down
-0.0143,0.0452,0.9943,0.0791,0.2227,0.0284,132.9629,348.9678,9.015,down
0.0381,0.0422,0.9711,0.1108,-1.2488,-0.1714,128.2466,338.6209,11.4479,down
0.3797,0.007,0.9499,0.0201,-2.0717,-0.2514,121.6648,319.9462,14.1816,down
0.7242,0.0862,0.6894,-0.1705,-1.6227,-0.1695,109.1804,299.2305,22.1979,down
0.9989,0.0808,0.3102,-0.3369,-1.448,-0.0474,77.5824,281.2034,46.8052,down
0.9819,0.0585,0.1182,-0.1592,-0.6911,0.0687,18.1136,276.1629,104.1967,down
1.0369,0.0626,0.0551,-0.0596,1.4781,0.3607,112.693,279.6676,7.9471,down
1.0003,-0.0425,0.3926,0.1741,2.2364,0.0574,120.9893,301.0434,359.7662,down
0.6214,0.049,0.6958,-0.3125,3.4423,0.3228,124.1045,329.1016,357.2739,down
0.1641,-0.04,1.045,0.186,1.176,0.1133,126.0149,351.1577,356.1154,down
0.0434,0.0005,1.0116,-0.0556,-0.8197,-0.1479,125.6619,345.6457,356.0599,down
0.3186,0.0165,0.9326,0.2895,-2.7928,-0.7862,118.9878,314.7085,2.9335,down
0.6798,0.0478,0.6451,0.2092,-2.0537,-0.3235,114.1394,290.3749,9.6974,down
0.9453,0.1998,0.2532,-0.0758,-1.1163,0.3207,67.4042,275.0387,58.0879,down
0.956,0.0648,0.0638,-0.1506,-0.2229,0.3048,304.1101,275.4062,178.5842,down
0.9734,0.0522,0.1099,-0.3577,2.3085,0.2394,127.2908,281.8806,353.0404,down
